-10,-0.1,1140
-10,0.1,1135
-10,0.2,1137
-10,0.3,1137
-10,0.4,1139
-10,0.5,1139
-10,0.6,1140
-10,0.7,1139
-10,0.8,1140
-9.9,-0.1,1139
-9.9,0.1,1134
-9.9,0.2,1136
-9.9,0.3,1137
-9.9,0.4,1138
-9.9,0.5,1138
-9.9,0.6,1139
-9.9,0.7,1139
-9.8,0.1,1134
-9.8,0.2,1137
-9.8,0.3,1137
-9.8,0.4,1140
-9.8,0.5,1138
-9.8,0.6,1139
-9.8,0.8,1140
-9.7,-0.1,1140
-9.7,0.1,1135
-9.7,0.2,1138
-9.7,0.3,1138
-9.7,0.4,1139
-9.7,0.5,1139
-9.7,0.6,1140
-9.7,0.7,1140
-9.7,0.9,1140
-9.6,0.1,1135
-9.6,0.2,1137
-9.6,0.3,1138
-9.6,0.4,1139
-9.6,0.5,1138
-9.6,0.6,1139
-9.5,0.1,1134
-9.5,0.2,1137
-9.5,0.3,1137
-9.5,0.4,1138
-9.5,0.5,1139
-9.5,0.7,1139
-9.5,0.8,1140
-9.4,-0.1,1140
-9.4,0.1,1135
-9.4,0.2,1138
-9.4,0.3,1139
-9.4,0.4,1138
-9.4,0.5,1138
-9.4,0.6,1139
-9.3,0.1,1134
-9.3,0.2,1137
-9.3,0.3,1139
-9.3,0.4,1139
-9.3,0.5,1139
-9.3,0.6,1140
-9.3,0.7,1140
-9.3,0.8,1140
-9.3,0.9,1140
-9.2,-0.1,1140
-9.2,0.1,1134
-9.2,0.2,1137
-9.2,0.3,1138
-9.2,0.4,1140
-9.2,0.5,1139
-9.2,0.6,1140
-9.2,0.8,1140
-9.1,-0.1,1140
-9.1,0.1,1134
-9.1,0.2,1138
-9.1,0.3,1138
-9.1,0.4,1138
-9.1,0.5,1139
-9.1,0.6,1140
-9.1,0.7,1140
-9,-0.1,1140
-9,0.1,1134
-9,0.2,1137
-9,0.3,1138
-9,0.4,1138
-9,0.5,1139
-9,0.6,1140
-9,0.7,1139
-9,0.8,1140
-8.9,0.1,1136
-8.9,0.2,1137
-8.9,0.3,1137
-8.9,0.4,1138
-8.9,0.5,1139
-8.9,0.6,1140
-8.9,0.7,1140
-8.9,0.8,1140
-8.8,0.1,1134
-8.8,0.2,1137
-8.8,0.3,1138
-8.8,0.4,1138
-8.8,0.5,1139
-8.8,0.6,1140
-8.7,0.1,1134
-8.7,0.2,1137
-8.7,0.3,1139
-8.7,0.4,1138
-8.7,0.5,1138
-8.7,0.7,1140
-8.6,-0.1,1140
-8.6,0.1,1136
-8.6,0.2,1137
-8.6,0.3,1138
-8.6,0.4,1138
-8.6,0.5,1139
-8.6,0.6,1139
-8.6,0.7,1140
-8.5,-0.1,1140
-8.5,0.1,1135
-8.5,0.2,1137
-8.5,0.3,1137
-8.5,0.4,1138
-8.5,0.5,1140
-8.5,0.7,1140
-8.4,0.1,1135
-8.4,0.2,1137
-8.4,0.3,1139
-8.4,0.4,1140
-8.4,0.5,1138
-8.3,0.1,1134
-8.3,0.2,1137
-8.3,0.3,1138
-8.3,0.4,1140
-8.3,0.5,1139
-8.3,0.6,1139
-8.2,0.1,1135
-8.2,0.2,1138
-8.2,0.3,1138
-8.2,0.4,1140
-8.2,0.5,1139
-8.2,0.6,1140
-8.1,0.1,1135
-8.1,0.2,1138
-8.1,0.3,1138
-8.1,0.4,1139
-8.1,0.5,1139
-8,0.1,1136
-8,0.2,1137
-8,0.3,1139
-8,0.4,1139
-8,0.6,1140
-8,0.7,1140
-7.9,0.1,1135
-7.9,0.2,1137
-7.9,0.3,1138
-7.9,0.4,1139
-7.9,0.5,1140
-7.9,0.6,1139
-7.9,0.7,1140
-7.9,0.8,1140
-7.8,0.1,1136
-7.8,0.2,1137
-7.8,0.3,1138
-7.8,0.4,1139
-7.8,0.5,1139
-7.8,0.7,1140
-7.7,0.1,1136
-7.7,0.2,1138
-7.7,0.3,1138
-7.7,0.4,1138
-7.7,0.5,1140
-7.7,0.6,1140
-7.7,0.7,1140
-7.7,0.8,1140
-7.6,0.1,1135
-7.6,0.2,1137
-7.6,0.3,1139
-7.6,0.4,1139
-7.6,0.5,1140
-7.6,0.7,1140
-7.5,0.1,1135
-7.5,0.2,1138
-7.5,0.3,1138
-7.5,0.4,1139
-7.4,0.1,1136
-7.4,0.2,1137
-7.4,0.3,1138
-7.4,0.4,1140
-7.4,0.5,1140
-7.3,0.1,1137
-7.3,0.2,1137
-7.3,0.3,1138
-7.3,0.4,1139
-7.3,0.5,1140
-7.3,0.6,1140
-7.2,0.1,1136
-7.2,0.2,1138
-7.2,0.3,1138
-7.2,0.4,1140
-7.2,0.5,1140
-7.1,0.1,1135
-7.1,0.2,1138
-7.1,0.3,1139
-7.1,0.4,1139
-7.1,0.5,1140
-7,0.1,1135
-7,0.2,1138
-7,0.3,1138
-7,0.4,1139
-6.9,0.1,1136
-6.9,0.2,1138
-6.9,0.3,1139
-6.9,0.4,1139
-6.9,0.5,1139
-6.9,0.6,1140
-6.8,0.1,1135
-6.8,0.2,1138
-6.8,0.3,1138
-6.8,0.4,1140
-6.8,0.5,1140
-6.7,0.1,1135
-6.7,0.2,1138
-6.7,0.3,1139
-6.7,0.4,1139
-6.7,0.5,1140
-6.6,0.1,1136
-6.6,0.2,1139
-6.6,0.3,1139
-6.6,0.4,1139
-6.6,0.5,1140
-6.5,0.1,1136
-6.5,0.2,1137
-6.5,0.3,1138
-6.5,0.4,1140
-6.4,0.1,1136
-6.4,0.2,1138
-6.4,0.3,1140
-6.4,0.4,1140
-6.4,0.5,1140
-6.3,0.1,1135
-6.3,0.2,1138
-6.3,0.3,1139
-6.3,0.4,1140
-6.2,0.1,1136
-6.2,0.2,1138
-6.2,0.3,1138
-6.2,0.4,1140
-6.1,0.1,1136
-6.1,0.2,1138
-6.1,0.3,1139
-6.1,0.4,1139
-6,0.1,1136
-6,0.2,1138
-6,0.3,1140
-6,0.4,1140
-5.9,0.1,1136
-5.9,0.2,1138
-5.9,0.3,1140
-5.9,0.4,1139
-5.8,0.1,1136
-5.8,0.2,1137
-5.8,0.3,1138
-5.8,0.5,1140
-5.7,0.1,1137
-5.7,0.2,1138
-5.7,0.3,1140
-5.7,0.4,1140
-5.7,0.5,1140
-5.6,0.1,1137
-5.6,0.2,1138
-5.6,0.3,1139
-5.5,0.1,1136
-5.5,0.2,1138
-5.5,0.3,1139
-5.4,0.1,1135
-5.4,0.2,1138
-5.4,0.3,1139
-5.4,0.4,1140
-5.3,0.1,1136
-5.3,0.2,1139
-5.3,0.3,1139
-5.3,0.4,1139
-5.2,0.1,1137
-5.2,0.2,1138
-5.2,0.3,1139
-5.2,0.4,1140
-5.1,0.1,1137
-5.1,0.2,1138
-5.1,0.3,1140
-5.1,0.4,1140
-5,0.1,1137
-5,0.2,1138
-5,0.3,1140
-5,0.4,1140
-4.9,0.1,1138
-4.9,0.2,1138
-4.9,0.3,1139
-4.8,0.1,1137
-4.8,0.2,1139
-4.7,0.1,1137
-4.7,0.2,1139
-4.7,0.3,1140
-4.6,0.1,1136
-4.6,0.2,1139
-4.6,0.3,1139
-4.5,0.1,1138
-4.5,0.2,1139
-4.4,0.1,1137
-4.4,0.2,1138
-4.3,0,1140
-4.3,0.1,1137
-4.3,0.2,1139
-4.2,0.1,1137
-4.2,0.2,1139
-4.1,0.1,1137
-4.1,0.2,1139
-4.1,0.3,1140
-4,0.1,1136
-4,0.2,1138
-4,0.3,1140
-3.9,0.1,1137
-3.9,0.2,1140
-3.8,0.1,1137
-3.8,0.2,1139
-3.8,0.3,1140
-3.7,0.1,1138
-3.7,0.2,1139
-3.6,0.1,1138
-3.6,0.2,1140
-3.5,0.1,1138
-3.5,0.2,1139
-3.4,0.1,1136
-3.4,0.2,1140
-3.3,0.1,1138
-3.3,0.2,1139
-3.2,0,1139
-3.2,0.1,1138
-3.2,0.2,1140
-3.1,0,1139
-3.1,0.1,1137
-3.1,0.2,1140
-3,0.1,1138
-2.9,0,1140
-2.9,0.1,1138
-2.8,0.1,1138
-2.7,0.1,1138
-2.6,0.1,1137
-2.5,0.1,1138
-2.4,0,1140
-2.4,0.1,1138
-2.3,0,1140
-2.3,0.1,1139
-2.3,0.2,1140
-2.2,0.1,1139
-2.1,0.1,1140
-2,0.1,1139
-1.9,0,1139
-1.9,0.1,1140
-1.8,0.1,1139
-1.7,0,1140
-1.7,0.1,1139
-1.6,0.1,1139
-1.5,0,1140
-1.5,0.1,1140
-0.9,0,1140
-0.8,0,1139
-0.7,0,1139
-0.6,0,1139
-0.5,0,1140
-0.4,0,1140
-0.3,0,1140
